f11_a,f02_a,f12_a,f20_a,f21_a,f21_b,f21_c,f03_a,f03_b,f22_a,f13_a,f30_a,f30_b,f30_c,f23_a,f13_b,f31_a,f31_b,f04_a,f14_a,f14_b,f14_c,f14_d,f32_a,f32_b,f24_a,f33_a,f33_b,f05_a,f05_b,f15_a,f15_b,f40_a,f41_a,f41_b,f34_a,f25_a,f25_b,f35_a,f06_a,f16_a,f42_a,f43_a,f50_a,f51_a
1.63167849058068e-07,3.94054904844977e-07,1.62413367642881e-07,1.37073392581206e-07,2.09456801515464e-07,2.87887644729459e-07,2.32198996596124e-08,2.61902244663489e-07,2.94865874530212e-07,1.73284539145619e-07,1.71578971171862e-07,3.08899579672097e-07,2.26374730039598e-07,1.10504484912175e-07,1.54883818610586e-07,3.13380332397602e-08,2.80150510681628e-07,3.79453526170322e-07,2.49814960675416e-07,3.15658182437883e-08,4.00593541745684e-08,1.93718474656613e-07,1.46359206926639e-07,2.46250476159404e-07,1.10780052067249e-07,1.4044687566666e-07,2.8558765351357e-07,1.24856701253429e-07,2.05655855189891e-07,7.47312895204043e-08,5.76803224620803e-08,2.11421194496788e-07,1.07656518096612e-07,1.05836523586682e-07,1.56338968639995e-07,2.43473699313192e-07,1.14321374450649e-07,7.91160708489112e-08,1.34942615853133e-07,1.57215363684782e-07,8.85237292169379e-08,1.01450260205436e-07,1.00314450465368e-07,2.2288299807081e-07,1.82138459035022e-07
1.36659740640823e-07,3.96478466408775e-07,1.37003584101804e-07,1.69340786191595e-07,2.46638739133391e-07,3.27617187808789e-07,3.69305915223811e-08,2.55985452549249e-07,3.26698708482463e-07,2.08545176190079e-07,1.46590169234556e-07,2.87461833389791e-07,2.11851908354961e-07,1.0821756604595e-07,1.89330457688337e-07,3.69083157637751e-08,2.6259182456929e-07,3.46548402464806e-07,2.4472313732375e-07,2.05261640519866e-08,2.86234274558474e-08,1.72578713267713e-07,1.25106909335529e-07,2.33097445445963e-07,1.08981249985255e-07,1.76147830415673e-07,2.68768609730146e-07,1.22156657235135e-07,1.92523738773631e-07,1.14553669612539e-07,4.49752081460977e-08,1.92971429498218e-07,7.4813320432048e-08,9.22982813480715e-08,8.41423219439186e-08,2.30701199876007e-07,1.318770729542e-07,1.24763862272083e-07,1.42150587802586e-07,1.55398927688249e-07,7.60460065915019e-08,6.82769171409026e-08,6.54538288050444e-08,2.86441009629484e-07,2.44393695356414e-07
1.09598151960143e-07,3.98396427711661e-07,1.10035600184744e-07,1.95325407660142e-07,2.76957673067902e-07,3.59955194293426e-07,5.22472449192093e-08,2.51067740183971e-07,3.52599447497605e-07,2.38244053762579e-07,1.18349187128229e-07,2.48480782585729e-07,1.8277845853803e-07,9.72108252158467e-08,2.19648220564629e-07,3.69444979401809e-08,2.28273936239967e-07,2.95352710904051e-07,2.4020689127799e-07,1.2058984303217e-08,1.86716044806316e-08,1.43631301637689e-07,1.00371656550513e-07,2.03926822164823e-07,9.81493277254487e-08,2.09281105256103e-07,2.3373574260186e-07,1.09773241632259e-07,1.79958730722591e-07,1.64646539862547e-07,3.20858184620135e-08,1.6323357783011e-07,1.13440494540341e-07,1.56235340605735e-07,5.68779216452171e-08,2.01237255602858e-07,1.4915349627859e-07,1.8349366073378e-07,1.38908061476217e-07,1.53738379865143e-07,5.95635721113043e-08,1.02039070992718e-07,9.47304232066431e-08,2.99927625251367e-07,2.61407660526489e-07
8.28321567162713e-08,3.99952503608933e-07,8.38084734481759e-08,2.16409201673243e-07,3.01325401770793e-07,3.85944631255354e-07,6.7719985324532e-08,2.47102553749929e-07,3.73387301277583e-07,2.61602741533653e-07,9.1238389074165e-08,1.98755817586446e-07,1.46185386343396e-07,7.91084184799084e-08,2.42833830054682e-07,3.1669894855636e-08,1.83492760532909e-07,2.3462584511196e-07,2.36504566660195e-07,8.77363523064174e-09,1.32347677109977e-08,1.13535083111311e-07,7.78297276115201e-08,1.64890554917334e-07,8.03508928326295e-08,2.33867021979904e-07,1.89591457197072e-07,8.99899157808196e-08,1.69083114146728e-07,2.12424856784989e-07,2.39656259474673e-08,1.310432302359e-07,1.87523719198182e-07,2.42411742002155e-07,9.05731285132291e-08,1.64414903949301e-07,1.58801596981488e-07,2.34724661363863e-07,1.31067845455059e-07,1.52410697740679e-07,4.77110339719554e-08,1.69213443600993e-07,1.56882788347053e-07,2.75255295931582e-07,2.42929148607249e-07
5.61399095565818e-08,4.01097255628445e-07,5.6649374196685e-08,2.32075775521546e-07,3.19640243248986e-07,4.05461795920194e-07,7.96205182349115e-08,2.44091475912026e-07,3.89003500592576e-07,2.79656735377414e-07,6.16654977112906e-08,1.4147274395317e-07,1.01979107231573e-07,5.77756234650298e-08,2.61475897296659e-07,2.45289420949339e-08,1.31163560979993e-07,1.65232762438427e-07,2.3360324000069e-07,4.56833969025456e-09,6.84245543364992e-09,7.81651009820159e-08,5.19796525504741e-08,1.17949202206701e-07,5.85357079067599e-08,2.54472032206116e-07,1.34158026815909e-07,6.53150949448397e-08,1.60322594062943e-07,2.50689601209438e-07,1.39431311130803e-08,9.06663079917295e-08,2.50280521677388e-07,3.13956315307778e-07,1.30893058284332e-07,1.1537986957484e-07,1.68253004053703e-07,2.77375138463587e-07,1.09985087689288e-07,1.51377041805802e-07,3.05454186911597e-08,2.28060457441144e-07,2.13291700164864e-07,2.17409470867213e-07,1.93436334032435e-07
3.20969061430729e-08,4.01715946773309e-07,3.25780758494916e-08,2.40559422204538e-07,3.29534331463084e-07,4.16005133500658e-07,8.60851839003303e-08,2.42458351572708e-07,3.97433765689517e-07,2.89363343537714e-07,3.57538994509886e-08,8.24692496652656e-08,5.96948418902231e-08,3.37272979694292e-08,2.71511097391262e-07,1.44560431171384e-08,7.66678882562711e-08,9.63165317788818e-08,2.32005139843324e-07,2.70905277599119e-09,3.99722595307269e-09,4.57975819530181e-08,3.03561383520157e-08,6.92197005545343e-08,3.43646265602415e-08,2.65427118951898e-07,7.92614522171643e-08,3.85032276148746e-08,1.55318534718365e-07,2.7310325464516e-07,8.25352430398475e-09,5.35854239326705e-08,2.87722982033147e-07,3.56014212545583e-07,1.61207274710965e-07,6.87179410414012e-08,1.72575138376326e-07,3.01459912947507e-07,8.52687079796777e-08,1.50865042549022e-07,1.85646271782302e-08,2.62719171721011e-07,2.44233579993722e-07,1.32479299519244e-07,1.18323049945039e-07
1.81506804293307e-08,4.02031951708333e-07,1.88143892076469e-08,2.44863882225118e-07,3.34512199071634e-07,4.21313859354491e-07,8.93440729516431e-08,2.41642557391579e-07,4.01674942985838e-07,2.94159803765831e-07,2.10940162359671e-08,4.74721620936877e-08,3.80648314375385e-08,1.91108629338474e-08,2.76430611152899e-07,8.06089388733719e-09,4.3915040625068e-08,5.5956778312459e-08,2.31223529908817e-07,2.13869793931474e-09,3.09473626075676e-09,2.74226184252037e-08,1.85751694219587e-08,4.03484505273666e-08,1.97900400099009e-08,2.70572957305571e-07,4.74522602093331e-08,2.24117730695767e-08,1.52796784378383e-07,2.84532228890028e-07,5.90170544760271e-09,3.28705884473836e-08,3.0695464715026e-07,3.77376707750028e-07,1.77429048005981e-07,4.28519424889447e-08,1.74089808928142e-07,3.13323948057258e-07,5.70596377257011e-08,1.50683521628669e-07,1.2663388355827e-08,2.79956037440385e-07,2.57101751515357e-07,7.99719612809206e-08,7.18621074872466e-08
3.20720101217533e-08,4.01717561803328e-07,3.25004645018783e-08,2.40555287285764e-07,3.29542729225316e-07,4.16022318151705e-07,8.60807994916666e-08,2.42467679158569e-07,3.97445140339224e-07,2.89445016905496e-07,3.53546227568443e-08,8.24601138839507e-08,6.75544970089914e-08,3.39037930833529e-08,2.71995552141862e-07,1.46669835138606e-08,7.54047960372453e-08,9.6357436314091e-08,2.32046571432047e-07,2.62901596748746e-09,3.85061870099265e-09,4.53441703090557e-08,3.0206541471595e-08,6.89216216214516e-08,3.4373838895844e-08,2.65727734353161e-07,7.86466442082884e-08,3.82744229565389e-08,1.552757605549e-07,2.72866297049888e-07,8.03592315378261e-09,5.34327544993068e-08,2.87497979144061e-07,3.55703932340624e-07,1.61020268031418e-07,6.97035346473146e-08,1.72549405641057e-07,3.01853490531683e-07,3.76643221360712e-08,1.51154443261357e-07,1.73149622476748e-08,2.61807694996667e-07,2.35958134960405e-07,1.33013490863725e-07,1.19085702491527e-07
5.61087045002229e-08,4.01099882714893e-07,5.6540861249392e-08,2.32060574841433e-07,3.19648288504727e-07,4.05485696109844e-07,7.96077981564928e-08,2.44110651548271e-07,3.89016421041792e-07,2.79807529003433e-07,6.10690167843605e-08,1.41478430557125e-07,1.13451589856373e-07,5.80461383721385e-08,2.62414942070078e-07,2.48427953343244e-08,1.29264694031261e-07,1.65315067241391e-07,2.33681005699351e-07,4.55636719485202e-09,6.63664532178676e-09,7.7514222825389e-08,5.17725023504082e-08,1.17520242707114e-07,5.85587336644619e-08,2.55037823725914e-07,1.33295963130443e-07,6.49889855697685e-08,1.60237513795994e-07,2.50229235498564e-07,1.36429868262309e-08,9.04786867575107e-08,2.49833557116677e-07,3.13339724572841e-07,1.30562609986794e-07,1.16856310916292e-07,1.68186975800099e-07,2.78093146835164e-07,3.97345593006046e-08,1.5189057103066e-07,2.87889298339562e-08,2.26311388964927e-07,1.97609150646369e-07,2.1796131825991e-07,1.94185597186309e-07
8.28002733805805e-08,3.99958796864558e-07,8.36957559904801e-08,2.16415493655094e-07,3.01368208941573e-07,3.86011951405805e-07,6.77229057729445e-08,2.47127293372858e-07,3.7343719970004e-07,2.61852782864967e-07,9.06300304917282e-08,1.98789345721243e-07,1.57815780997259e-07,7.94167223805265e-08,2.44191719386771e-07,3.19850344470142e-08,1.81620763629757e-07,2.34688812840203e-07,2.36630594936483e-07,8.76519318866008e-09,1.30376819415463e-08,1.12869963171934e-07,7.76225265342517e-08,1.6451847510054e-07,8.04008302262149e-08,2.34696749754244e-07,1.88782762041418e-07,8.97063520425987e-08,1.68954354202161e-07,2.11835650348558e-07,2.3680472536193e-08,1.30884810032356e-07,1.86993704355894e-07,2.41662767781921e-07,9.00399362283697e-08,1.65716278630621e-07,1.5870048455502e-07,2.3582228827442e-07,7.43905575288586e-08,1.53223248822273e-07,4.5924095841397e-08,1.66881325572297e-07,1.38385603256118e-07,2.75298143947566e-07,2.42839650262144e-07
1.09564237873911e-07,3.9840556940952e-07,1.09916476559333e-07,1.9534240546744e-07,2.77024965872923e-07,3.60050022668758e-07,5.22667955849038e-08,2.510994297558e-07,3.52673337127464e-07,2.38583363163699e-07,1.1776355074003e-07,2.4847648502166e-07,1.93515452689989e-07,9.75051809350884e-08,2.21366857805692e-07,3.72141546419737e-08,2.26560201892173e-07,2.95306285257405e-07,2.40377294122528e-07,1.17989817465207e-08,1.84377159403285e-08,1.42965900876732e-07,1.00157421869038e-07,2.03602677945145e-07,9.81977851719743e-08,2.10346173772618e-07,2.33001104246936e-07,1.09541440741992e-07,1.7978930454653e-07,1.64027192300408e-07,3.18276569446294e-08,1.63067642389865e-07,1.13034163672232e-07,1.55579339994046e-07,5.63514640062971e-08,2.02085284114565e-07,1.49053936910846e-07,1.84929298064903e-07,1.08877844535353e-07,1.54755420959299e-07,5.78237117239994e-08,9.98320129018321e-08,7.98479626136747e-08,2.99325852989845e-07,2.60319895208552e-07
1.36628252225393e-07,3.96489060693074e-07,1.36889495227529e-07,1.69345584283524e-07,2.46703845687883e-07,3.27709940645069e-07,3.67601822052047e-08,2.56029176626908e-07,3.26774114628605e-07,2.08948260808565e-07,1.46060776100262e-07,2.87399096428939e-07,2.21280101910318e-07,1.08462831007456e-07,1.91302877179846e-07,3.71056344928937e-08,2.61084646694317e-07,3.46386245668336e-07,2.44955270890749e-07,2.01540746094003e-08,2.8389253667408e-08,1.71949008767233e-07,1.24921412501748e-07,2.328016054247e-07,1.09013579452807e-07,1.77376588081497e-07,2.68164273580212e-07,1.21982951276821e-07,1.92313206967796e-07,1.13969723624418e-07,4.4781179102396e-08,1.92839787565184e-07,7.44758482114415e-08,9.17084866126358e-08,8.43012368079069e-08,2.31084562890892e-07,1.31761985477915e-07,1.26138800382056e-07,1.42892426137299e-07,1.56482890237645e-07,7.44824402179014e-08,6.75200201628943e-08,6.15665032325515e-08,2.85386361522468e-07,2.4267653901004e-07
1.63133664587739e-07,3.94072286673125e-07,1.62290126867733e-07,1.37146569796751e-07,2.09617571729703e-07,2.88087625067736e-07,2.25517273610973e-08,2.61938441902878e-07,2.95038605022083e-07,1.73849347455779e-07,1.71092143762311e-07,3.08987649713582e-07,2.34654784346815e-07,1.10859695257114e-07,1.57109321167964e-07,3.15655752016615e-08,2.7909166784233e-07,3.79347698266203e-07,2.50087467849187e-07,3.11334426630446e-08,3.97709599522466e-08,1.93149129483793e-07,1.46158767810457e-07,2.46178787127334e-07,1.10938415415216e-07,1.4191084055619e-07,2.85301834750891e-07,1.24887832516657e-07,2.0538176179813e-07,7.48051412078013e-08,5.74623609335034e-08,2.11384051408541e-07,1.06985034835249e-07,1.04747021139542e-07,1.56382011404749e-07,2.43534509879543e-07,1.14351210160682e-07,7.9623680004844e-08,1.66853148306098e-07,1.58416922941995e-07,8.7100445195915e-08,1.0234151044192e-07,1.07050077969745e-07,2.22427986226551e-07,1.81108896628886e-07
1.89601024078349e-07,3.91389499707251e-07,1.8758395210175e-07,1.01747555867887e-07,1.68520598442406e-07,2.44136469070507e-07,2.46285117482295e-08,2.68446494786155e-07,2.59780248050406e-07,1.3471053792381e-07,1.95687681920095e-07,3.19236574255778e-07,2.38081125663343e-07,1.06592671015311e-07,1.18554515074925e-07,2.69286311787549e-08,2.86048893935347e-07,4.01288481773564e-07,2.55564757533102e-07,4.5421177012108e-08,5.39982094748169e-08,2.10996607990095e-07,1.67444032951492e-07,2.48813552330094e-07,1.05938049335509e-07,1.01775024819677e-07,2.90328314724485e-07,1.20134040716678e-07,2.18311902061482e-07,4.02093361030197e-08,7.2720971734674e-08,2.24137895727991e-07,1.65591712261477e-07,1.58964994243696e-07,2.26719597568147e-07,2.44417822758387e-07,9.14616136196102e-08,5.09041676368887e-08,1.82228457414966e-07,1.60274541198057e-07,1.00908011580618e-07,1.60435635278914e-07,1.67675633845436e-07,1.4549609009001e-07,1.14718284943857e-07
2.15747812405129e-07,3.88229685167146e-07,2.12024547402589e-07,6.32915229951334e-08,1.21497703001043e-07,1.93490412680365e-07,5.29241986400977e-08,2.75772254899891e-07,2.19033949569046e-07,9.08383643597916e-08,2.18303417137458e-07,3.07821041332749e-07,2.2433030869663e-07,9.05227011723353e-08,7.62999310266674e-08,2.36962018012234e-08,2.7240278739956e-07,4.01949442634701e-07,2.61196732638789e-07,6.44829262711069e-08,7.24687286179457e-08,2.21748449121463e-07,1.87377091989538e-07,2.32385166683401e-07,8.92906729959643e-08,6.09857041175913e-08,2.75322303895802e-07,1.03291444371133e-07,2.29498334527395e-07,4.00525011872015e-08,9.06504837166861e-08,2.26321229718357e-07,2.26890195556892e-07,2.28977183653975e-07,2.82112514352153e-07,2.28198652996704e-07,6.36631676280156e-08,6.96344329960224e-08,1.84573312991027e-07,1.62053386113901e-07,1.14834157999927e-07,2.17144428452326e-07,2.14682892713532e-07,1.0699830252813e-07,9.99999801152741e-08
2.41405904196339e-07,3.8482349788543e-07,2.35144448873862e-07,3.20816525941523e-08,7.35970996860559e-08,1.40172147884365e-07,8.43762405225132e-08,2.83355722705571e-07,1.76014528129349e-07,5.01452324329537e-08,2.38257432800765e-07,2.84460018049075e-07,2.00888416452904e-07,6.96457217678304e-08,4.04321065784178e-08,2.58785166453322e-08,2.47580153684891e-07,3.9012454286893e-07,2.66605387262104e-07,8.4365302850675e-08,9.14669751646998e-08,2.26882464354941e-07,2.0442520865876e-07,2.05860045324794e-07,6.79197940180938e-08,3.30351857344849e-08,2.49047218517877e-07,8.13740894438003e-08,2.38805448682063e-07,6.3512725560997e-08,1.07443648850779e-07,2.20827486853537e-07,2.73773434182484e-07,2.84183201448955e-07,3.23974655662246e-07,2.02408593941412e-07,4.08085126070898e-08,1.13087323657123e-07,1.77932930812774e-07,1.63372151053605e-07,1.25211396250987e-07,2.58661441105329e-07,2.43792999012976e-07,1.21545453627304e-07,1.33969863843505e-07
2.66963770256763e-07,3.81052513188085e-07,2.58013521376487e-07,4.47568964088391e-08,4.96015710435922e-08,9.10244320290835e-08,1.1951266506272e-07,2.91448285221403e-07,1.2920014034687e-07,4.19204126885697e-08,2.57340070681245e-07,2.41543886900628e-07,1.60903389793634e-07,4.67148479789639e-08,3.91552442819024e-08,5.25610772295392e-08,2.04059851313373e-07,3.5941335780232e-07,2.71724301799523e-07,1.09433767379478e-07,1.15298596155097e-07,2.26351471530443e-07,2.21596012518499e-07,1.6235389946085e-07,4.50601077589281e-08,4.17847464501493e-08,2.03862750388217e-07,5.24897598891928e-08,2.44592366633526e-07,6.80515245999973e-08,1.27961405182367e-07,2.05960394175297e-07,2.85927007773321e-07,3.02982092468906e-07,3.37102861737232e-07,1.59680660186014e-07,3.06205754521231e-08,1.48299661126656e-07,1.53705994659495e-07,1.64470981197741e-07,1.38013276116746e-07,2.68443508001511e-07,2.43580088197012e-07,1.90179359161465e-07,2.01255378692152e-07
2.9186359541078e-07,3.77011695823351e-07,2.79119562115846e-07,8.87481205566006e-08,6.30723919968615e-08,5.63360219161792e-08,1.55937456714753e-07,2.99552076905819e-07,8.1285011191988e-08,6.95259305304106e-08,2.72962801223876e-07,1.85438330919619e-07,1.12454982422979e-07,3.21332423444255e-08,7.06916657378704e-08,8.57388821700652e-08,1.48886936075906e-07,3.14948329605534e-07,2.76086592541575e-07,1.34423522065741e-07,1.39272342611264e-07,2.19657568781031e-07,2.35099499060193e-07,1.10025290055682e-07,3.23418447046946e-08,7.6796212219216e-08,1.50141085745e-07,2.91210989073163e-08,2.46830466098837e-07,5.99129187942377e-08,1.4589707667041e-07,1.84001839721128e-07,2.71288624230397e-07,2.9164353889759e-07,3.27326735233244e-07,1.12477357306873e-07,4.10439491054234e-08,1.6615176820223e-07,1.23772748384535e-07,1.6510874741795e-07,1.46448955165699e-07,2.53209775965291e-07,2.20555264131222e-07,2.53389765132143e-07,2.54927582876629e-07
3.16763703287489e-07,3.72775138769884e-07,3.00227613781381e-07,1.3961072079417e-07,1.05000198548155e-07,5.71400788515532e-08,1.93805429709352e-07,3.07849859328542e-07,4.5185388491505e-08,1.14618234257853e-07,2.88291582894886e-07,1.27179075218427e-07,6.97256654153823e-08,5.58229208001397e-08,1.14854909909904e-07,1.24134073580493e-07,9.67050998497255e-08,2.59477512493591e-07,2.80005071298061e-07,1.62662708379871e-07,1.66247377559523e-07,2.09538810181459e-07,2.48992413788864e-07,6.96286235756717e-08,5.64536983599376e-08,1.1941092023725e-07,9.55881544138009e-08,4.53169064289047e-08,2.45860071550666e-07,5.76472181717443e-08,1.66231753580979e-07,1.55698339725629e-07,2.29452548672491e-07,2.51341287057532e-07,2.94414061354843e-07,6.70036889556529e-08,7.22604135612162e-08,1.75255588460828e-07,8.28123617077918e-08,1.65286570357824e-07,1.56765091254353e-07,2.12041968825943e-07,1.74789782454141e-07,2.76938267558778e-07,2.69303251758817e-07
3.40954847404356e-07,3.68237010370988e-07,3.1943667420233e-07,1.94795712110543e-07,1.65260549702696e-07,1.15500657586731e-07,2.32402517768145e-07,3.15894930251655e-07,5.89420960154701e-08,1.66756508783679e-07,2.99887926373326e-07,9.02780700677538e-08,7.2605040764831e-08,1.0672126845654e-07,1.59757507840185e-07,1.66137370275702e-07,8.13913334910432e-08,1.9024989990046e-07,2.82524447425252e-07,1.90219316011578e-07,1.93341659397404e-07,1.93274204793893e-07,2.59171660088319e-07,7.68696755542261e-08,1.05190614309701e-07,1.55533557155622e-07,7.65587031530689e-08,9.00674211181782e-08,2.39595084568357e-07,5.62287267578356e-08,1.83127881682852e-07,1.2148095244393e-07,1.53729012125172e-07,1.72962506874682e-07,2.31012406107621e-07,6.24330699664777e-08,1.05880702605349e-07,1.61083860666826e-07,5.55971465328846e-08,1.66130368127414e-07,1.63642080359319e-07,1.41629253519157e-07,1.10583406638519e-07,2.39575641174321e-07,2.25438428835997e-07
3.65133048443733e-07,3.63623381495457e-07,3.38604067768494e-07,2.50797222986202e-07,2.26901079965588e-07,1.80482106810496e-07,2.71459239996751e-07,3.23965017858785e-07,8.81784784029323e-08,2.20011380013775e-07,3.11260352763845e-07,8.40524995564042e-08,1.05976047078845e-07,1.61189127986263e-07,2.0587532870376e-07,2.10017693719836e-07,1.00625258350599e-07,1.20988815953026e-07,2.84712385723576e-07,2.18843400956027e-07,2.21446445167574e-07,1.75421013561398e-07,2.69345681419813e-07,1.14016473838642e-07,1.5747594993786e-07,1.92790868233298e-07,9.02468606213979e-08,1.39163860664974e-07,2.31516044935284e-07,7.56116236455179e-08,2.00603498082273e-07,8.47031447955279e-08,9.00888940130354e-08,1.02652024241213e-07,1.60893964632857e-07,8.87368754647241e-08,1.42418572048379e-07,1.4222225168014e-07,5.5083102750803e-08,1.64755942150859e-07,1.70217767117817e-07,8.33003854234577e-08,6.32943690825391e-08,1.8617303090808e-07,1.68343502204068e-07
3.89019419315426e-07,3.58812342495264e-07,3.56975681609173e-07,3.08306132123213e-07,2.89989382083473e-07,2.48330975432861e-07,3.11012570031679e-07,3.31818742215096e-07,1.38199339588451e-07,2.73547078511143e-07,3.20922717081627e-07,1.58792955032234e-07,1.83892624272482e-07,2.21235061336464e-07,2.51107476945242e-07,2.56662255844165e-07,1.83056072328305e-07,9.60145288942362e-08,2.85730055738146e-07,2.47721665817684e-07,2.50332220826435e-07,1.5396324133225e-07,2.78166081666862e-07,1.92699356619167e-07,2.14128197478032e-07,2.27379249830498e-07,1.62195417954216e-07,1.92047115020975e-07,2.19121799222823e-07,1.43567885806543e-07,2.16816070401976e-07,5.78837716747463e-08,1.31513904020384e-07,1.36058025477545e-07,1.22903637737601e-07,1.53546231059254e-07,1.79469986178805e-07,1.12070802899929e-07,1.08438346831011e-07,1.65107265278225e-07,1.76623909716624e-07,1.22374801676393e-07,1.07136251581713e-07,1.63492299948979e-07,1.57758574667719e-07
4.12636902038534e-07,3.53928221984906e-07,3.74628063403873e-07,3.66143237625862e-07,3.53005511662285e-07,3.16435764627208e-07,3.50430819867483e-07,3.39473540706659e-07,1.93175992913186e-07,3.25913467327778e-07,3.29248831103578e-07,2.55741219866974e-07,2.67421629224995e-07,2.81876193891101e-07,2.93866583553335e-07,3.03255923857119e-07,2.76600890583089e-07,9.6633128737247e-08,2.86193187896673e-07,2.75373457038304e-07,2.78474143193763e-07,1.31220509533443e-07,2.85622576498998e-07,2.75068044393339e-07,2.70392202908256e-07,2.57844863567096e-07,2.44483992069348e-07,2.43339908767684e-07,2.05251150166535e-07,2.17487492089094e-07,2.30934676778435e-07,3.7681051868214e-08,2.19619892185559e-07,2.19363364457031e-07,1.08325694642236e-07,2.19690054284874e-07,2.12716032980044e-07,7.69442135501779e-08,1.71935479142158e-07,1.65137019908912e-07,1.81224292892747e-07,2.04601473837497e-07,1.86688743834789e-07,1.73557008126223e-07,1.86341798299005e-07
4.36087317730829e-07,3.48961512227652e-07,3.91800848135801e-07,4.24268812611212e-07,4.1606404332287e-07,3.84836560825772e-07,3.89780942101652e-07,3.46838896792078e-07,2.48884889156361e-07,3.77572702406716e-07,3.36539719183442e-07,3.56589433659766e-07,3.52690939404538e-07,3.43042059677038e-07,3.34952695540055e-07,3.49867859545122e-07,3.72575449793031e-07,1.50633775617889e-07,2.85686731073666e-07,3.01859284970945e-07,3.05895335600868e-07,1.07244664831344e-07,2.92028820278076e-07,3.58241332171151e-07,3.26400778207353e-07,2.85224876619591e-07,3.26815524971157e-07,2.93222648199663e-07,1.88845988950141e-07,2.95381948568787e-07,2.42639110858051e-07,5.64624746139163e-08,3.38797232864324e-07,3.40624611134556e-07,1.72722105131179e-07,2.83429726920845e-07,2.42943718146091e-07,6.38175936501466e-08,2.34329511297807e-07,1.60754306473053e-07,1.83066017285874e-07,3.1307093590986e-07,2.76162216314882e-07,2.86321892885168e-07,3.03598513332794e-07
4.59579559796251e-07,3.43958462235564e-07,4.09058577450213e-07,4.82652341750848e-07,4.79538588027506e-07,4.53741466862001e-07,4.29299457810516e-07,3.54142050162586e-07,3.05146492343679e-07,4.2982655457305e-07,3.43836977361401e-07,4.59861328886547e-07,4.41345273424145e-07,4.05358290780702e-07,3.7683196607775e-07,3.97202988957971e-07,4.70704820336243e-07,2.39123104742727e-07,2.84776942428245e-07,3.28635959756333e-07,3.33694642792784e-07,8.256320503858e-08,2.98456571198761e-07,4.43165517554198e-07,3.83625030351157e-07,3.13431616073284e-07,4.12297954892841e-07,3.44306131585298e-07,1.71103633611421e-07,3.76576367302429e-07,2.54311938398425e-07,9.72615963125771e-08,4.80257247912803e-07,4.89121641444249e-07,2.87237748368089e-07,3.50457576130656e-07,2.74594483611761e-07,5.90484820871832e-08,3.03486697686261e-07,1.56304963956784e-07,1.85104461156244e-07,4.42840922851e-07,3.77105415952042e-07,4.71485073716634e-07,4.84588183581749e-07
4.69511158473505e-07,3.7338274900338e-07,4.3614415014362e-07,4.84936609809125e-07,4.83257782964896e-07,4.46281001089922e-07,4.49629944673949e-07,3.99398360798685e-07,2.88319690063774e-07,4.51273491642448e-07,3.9254301617224e-07,4.54949980238496e-07,4.43214947531668e-07,4.35099197978623e-07,4.13022123078462e-07,4.28699421402906e-07,4.80221576037119e-07,2.15520297008807e-07,3.52305665439936e-07,3.83954409598341e-07,3.86992541718622e-07,1.29275363512524e-07,3.6319389192974e-07,4.60845275975687e-07,4.20978084862997e-07,3.74205703187805e-07,4.422296715353e-07,3.96449635288431e-07,2.57211838823405e-07,4.1666522702828e-07,3.36815859566738e-07,6.30025631523581e-08,4.80921358422459e-07,4.85372383098864e-07,2.51328074930322e-07,4.03749665729061e-07,3.50401613653565e-07,5.82763000972572e-08,2.21311500019422e-07,2.6712159355414e-07,2.85552563666643e-07,4.55628419468638e-07,4.3248391177691e-07,4.69291317046539e-07,4.8894191224881e-07
4.45814339745094e-07,3.78349418982542e-07,4.18325021108573e-07,4.26474391656418e-07,4.19269611614553e-07,3.7696404448871e-07,4.09797296074287e-07,3.91855027787619e-07,2.31841828804098e-07,3.97541775649766e-07,3.84301770808233e-07,3.51397932890196e-07,3.53482110636198e-07,3.7152487313076e-07,3.69177521298611e-07,3.80363192942235e-07,3.80772000516544e-07,1.27001217511419e-07,3.52748740436554e-07,3.55515774910102e-07,3.57905782113854e-07,1.53739074856106e-07,3.55633506193677e-07,3.74035508732284e-07,3.61652142903573e-07,3.42181519920008e-07,3.52037269137923e-07,3.42134271617965e-07,2.74132818207863e-07,3.34406117413962e-07,3.22460277306089e-07,3.48047295554569e-08,3.38457267901867e-07,3.35965850928796e-07,1.3716217687034e-07,3.29067147594504e-07,3.13538995346743e-07,8.02651919429461e-08,1.91076933708465e-07,2.68736344673342e-07,2.81480340859267e-07,3.22529862653194e-07,3.14905471835276e-07,2.82907968424111e-07,3.05591212774627e-07
