f11_a,f02_a,f12_a,f20_a,f21_a,f21_b,f21_c,f03_a,f03_b,f22_a,f13_a,f30_a,f30_b,f30_c,f23_a,f13_b,f31_a,f31_b,f04_a,f14_a,f14_b,f14_c,f14_d,f32_a,f32_b,f24_a,f33_a,f33_b,f05_a,f05_b,f15_a,f15_b,f40_a,f41_a,f41_b,f34_a,f25_a,f25_b,f35_a,f06_a,f16_a,f42_a,f43_a,f50_a,f51_a
3.47693791556876e-07,3.05038421503357e-07,2.91107971082998e-07,2.470561669122e-07,2.25507005762898e-07,2.00062521261932e-07,2.34067374358407e-07,2.35266260223476e-07,1.1934216115589e-07,1.9623681046e-07,2.23635964732758e-07,9.0404556548698e-08,9.83913254528859e-08,1.13001048298836e-07,1.57288673535892e-07,1.58364662141537e-07,9.98917864466179e-08,7.96967166524069e-08,1.51986214810045e-07,1.2644573484432e-07,1.28329572368905e-07,8.50174972092497e-08,1.52037520023789e-07,1.00778348618343e-07,1.05360813828961e-07,1.15458421046833e-07,7.95804708629909e-08,7.30050182248915e-08,7.10672585681837e-08,5.11550035330551e-08,6.62618471851339e-08,4.20791084820695e-08,8.66497029984741e-08,9.37484732889755e-08,9.34072578903437e-08,6.14423042996994e-08,5.04692039533404e-08,6.82166360432809e-08,2.82559691876425e-08,8.93781263753278e-08,7.16046815265081e-08,6.98439614178592e-08,5.3864646793454e-08,1.93644716906991e-07,1.68344951559832e-07
3.70704686744862e-07,3.00118449514044e-07,3.07158171000305e-07,3.04246554641604e-07,2.86488458886341e-07,2.66118399365119e-07,2.72269079283842e-07,2.42401789667657e-07,1.72733800946062e-07,2.43919681013514e-07,2.29195691929485e-07,1.6754391814972e-07,1.67673714825031e-07,1.6819018136416e-07,1.92022293435921e-07,2.01360177159532e-07,1.77504100084897e-07,8.32580777279589e-08,1.51905769057676e-07,1.49297394438754e-07,1.52267861081647e-07,6.7111592620839e-08,1.56310044637763e-07,1.70422842826107e-07,1.54311289248515e-07,1.34074243863422e-07,1.39115763800866e-07,1.13562894896718e-07,6.8926308354586e-08,8.86863331518601e-08,7.89538853057937e-08,5.42278767386797e-08,1.29793282991887e-07,1.31168580866573e-07,9.78984710629396e-08,1.03361265448341e-07,7.23615405014235e-08,4.83225385926191e-08,3.51520276982091e-08,7.6938485285649e-08,6.78334770936364e-08,1.06996169580762e-07,8.96757288642095e-08,1.56157012661843e-07,1.45932640137318e-07
3.93520379768061e-07,2.95114640003041e-07,3.226775281954e-07,3.61801557310192e-07,3.47532049199625e-07,3.32444949971995e-07,3.10393156318794e-07,2.49310448485492e-07,2.26740813149979e-07,2.90794812975812e-07,2.33729341184765e-07,2.64172185081394e-07,2.42163588731119e-07,2.24289193665951e-07,2.24960539863817e-07,2.44597626310351e-07,2.68208688939264e-07,1.1917516566287e-07,1.51182265238512e-07,1.71269315631279e-07,1.75761709548863e-07,5.42697496994209e-08,1.59718789346953e-07,2.45516313137073e-07,2.03211544431391e-07,1.49715669315721e-07,2.05307273059521e-07,1.53368827251473e-07,7.49028482983662e-08,1.43600800753226e-07,9.22603327145743e-08,7.96816701054134e-08,2.13920371321969e-07,2.10389979832275e-07,1.40178894630921e-07,1.45247482443296e-07,9.28380202163589e-08,4.86952410316339e-08,4.30671895125106e-08,6.45350717481809e-08,6.34630677129512e-08,1.76649011646589e-07,1.51753832244629e-07,1.50808403711619e-07,1.55711064444905e-07
4.16209882898496e-07,2.89982287357757e-07,3.37789401025908e-07,4.19805593139547e-07,4.08874093174793e-07,3.99438630232189e-07,3.48523464549685e-07,2.55769528902197e-07,2.81735685897964e-07,3.37305161571697e-07,2.37187532853307e-07,3.65285507775172e-07,3.19670939760515e-07,2.81382094834377e-07,2.5663736438773e-07,2.88271171663936e-07,3.62269232018222e-07,1.99901792702782e-07,1.48689277212179e-07,1.92061617791834e-07,1.98436872078304e-07,4.87848620331762e-08,1.6204276868643e-07,3.22233973600882e-07,2.52333227705038e-07,1.6253174443917e-07,2.72193348033107e-07,1.92091883947833e-07,6.87163159611238e-08,2.15964271448274e-07,8.9403044461363e-08,1.19260517679803e-07,3.45102909201992e-07,3.42858107432375e-07,2.4304837963307e-07,1.85472222367562e-07,1.06081291798791e-07,9.60220353964016e-08,4.19995981461961e-08,7.34962076622924e-08,6.61359348717445e-08,2.82228545097825e-07,2.35319981302649e-07,3.0285880372878e-07,2.99255225059886e-07
4.39013671532544e-07,2.84854609844423e-07,3.53201408298772e-07,4.77946998486642e-07,4.70618654745895e-07,4.66827939540598e-07,3.86878200284958e-07,2.62327817644075e-07,3.37054075606699e-07,3.84736800120991e-07,2.41141155465253e-07,4.67394200037049e-07,3.99478982036456e-07,3.39470497774021e-07,2.89890806538662e-07,3.32693988324963e-07,4.57592091750839e-07,2.88243571644964e-07,1.46374772014204e-07,2.13813337643181e-07,2.21868869293654e-07,4.32859932960498e-08,1.65022005675023e-07,4.00584650013225e-07,3.02938019087157e-07,1.77644071657497e-07,3.4242360084386e-07,2.32952645409326e-07,6.43504124589982e-08,2.9382760751569e-07,8.90243442448458e-08,1.60131705228563e-07,4.86588408622797e-07,4.86739497689563e-07,3.55724317303385e-07,2.30177802115508e-07,1.22852496479343e-07,1.47230556996833e-07,4.65709675770629e-08,9.78674320646078e-08,8.21914177456084e-08,3.97956287403049e-07,3.2747554600534e-07,4.89144791863442e-07,4.72536202514979e-07
4.28335351931571e-07,2.55265280979675e-07,3.24358263968584e-07,4.75370023134751e-07,4.65249586578317e-07,4.72059583803985e-07,3.65039974509667e-07,2.16676795202172e-07,3.5164937445968e-07,3.59367706215344e-07,1.90362366082676e-07,4.7234372257464e-07,3.72604777737252e-07,3.06840816505338e-07,2.39990364828052e-07,3.00154966275195e-07,4.51778451094998e-07,3.12049369858815e-07,9.17344405741344e-08,1.56047277656648e-07,1.68031693033152e-07,6.27546972004559e-08,1.02756087596023e-07,3.75839118731501e-07,2.60498332403745e-07,1.11399567311393e-07,3.00455614557831e-07,1.74726442286664e-07,8.64419223389158e-08,2.5424119317058e-07,6.87027674985904e-08,1.84952692948357e-07,4.82767983084014e-07,4.86194685273647e-07,3.88267248946131e-07,1.64224341144346e-07,8.33302395574519e-08,2.0592552203226e-07,9.6959868057319e-08,1.36746144249531e-07,1.10300465326236e-07,3.69584498899008e-07,2.53723118297196e-07,4.80863637249924e-07,4.63121870906464e-07
4.06105942959663e-07,2.60489336864063e-07,3.10447590359784e-07,4.17409621518782e-07,4.04917127580528e-07,4.05950483857588e-07,3.276545420981e-07,2.10638236947764e-07,2.97171652370184e-07,3.15909476607537e-07,1.88771234906865e-07,3.7049120493142e-07,2.99067123779736e-07,2.51343075731406e-07,2.14307894933697e-07,2.57900186159706e-07,3.58398627960975e-07,2.24075155444002e-07,8.71909286142974e-08,1.38024698432633e-07,1.4713435610148e-07,4.56977214863331e-08,9.95890055134418e-08,3.02979491613241e-07,2.15105032007094e-07,1.03997290676316e-07,2.42666096916545e-07,1.41924866954628e-07,7.73576899223291e-08,1.78456110990823e-07,5.50188274430087e-08,1.48696191780982e-07,3.43008297568722e-07,3.44464097652105e-07,2.77059945483547e-07,1.36726519944028e-07,5.81105291807379e-08,1.44553834581521e-07,6.83849319180733e-08,1.3797025865278e-07,1.12833638806971e-07,2.64208387165942e-07,1.89729726038384e-07,2.98813756598416e-07,2.95095612263624e-07
3.83717772231676e-07,2.6567556825859e-07,2.96116616409991e-07,3.59468666208439e-07,3.44272725522382e-07,3.39583799498236e-07,2.90023597446046e-07,2.04440160313165e-07,2.42578808304366e-07,2.71419908330529e-07,1.86472662181943e-07,2.69111340982702e-07,2.24586378496477e-07,1.9537713191725e-07,1.86798073133067e-07,2.15198909305062e-07,2.64870606340592e-07,1.40308737068406e-07,8.55400152107701e-08,1.19041303902137e-07,1.25642445620134e-07,3.70083736888745e-08,9.69196352826922e-08,2.28845808641972e-07,1.68472560096679e-07,9.48216655980418e-08,1.81842814564018e-07,1.07102245290198e-07,7.38420311741739e-08,1.05103198894373e-07,4.68737706457172e-08,1.1138987642695e-07,2.08684717311166e-07,2.08565197764539e-07,1.70961402573578e-07,1.04867214067654e-07,3.73746839918698e-08,8.98075308391222e-08,3.99165852197939e-08,1.38598696856946e-07,1.16199383104092e-07,1.60908935824807e-07,1.23198759002526e-07,1.374818003897e-07,1.43668482978404e-07
3.61227960558155e-07,2.70732012712725e-07,2.814529303925e-07,3.02010206388122e-07,2.83993395293184e-07,2.73945578317943e-07,2.52430019815019e-07,1.97829931209261e-07,1.89022474740621e-07,2.26730923234947e-07,1.83286672686443e-07,1.72309146769642e-07,1.53519478769896e-07,1.40733261136384e-07,1.58384672297626e-07,1.73172230491904e-07,1.74898762521925e-07,8.84131447979912e-08,8.754043119991e-08,9.94517498635237e-08,1.03829910916475e-07,4.33806680490666e-08,9.54515148305497e-08,1.56517268481656e-07,1.22429221965127e-07,8.47141115493046e-08,1.21977747192231e-07,7.33851276717553e-08,5.75882460966647e-08,6.42941860378574e-08,3.99709635951001e-08,7.69323015246231e-08,1.24446153261065e-07,1.26718633160749e-07,1.0577455477701e-07,7.21267376090056e-08,2.92722227334845e-08,6.44248188641465e-08,2.06495432930921e-08,1.34129306270332e-07,1.06356336495138e-07,9.47559159855473e-08,6.65208273323466e-08,1.45761474356201e-07,1.35522728659596e-07
3.38859377890124e-07,2.75754676935496e-07,2.67097103534851e-07,2.44968486198642e-07,2.24466315130154e-07,2.09165779559318e-07,2.15219286421453e-07,1.91272894074317e-07,1.3628259198946e-07,1.83316573177971e-07,1.8052453182521e-07,9.11472323772725e-08,9.01234037905184e-08,8.99103428712407e-08,1.31910395096211e-07,1.32607023299441e-07,9.74278028910058e-08,5.68723864178596e-08,8.98749975795655e-08,8.13029077698612e-08,8.32354460438957e-08,4.97044235423147e-08,9.49051261353463e-08,9.25801872765219e-08,8.00890159293177e-08,7.71869195528341e-08,7.13007735959342e-08,4.85665382357966e-08,4.38411141546476e-08,5.35584712681584e-08,4.05975012839332e-08,4.53065472256937e-08,7.82528982201924e-08,8.26834017070414e-08,6.20195181692291e-08,4.60434083889621e-08,3.10922760008112e-08,4.52101423983562e-08,1.31291713177759e-08,1.30302972907878e-07,9.77644354029114e-08,5.91535401320121e-08,3.11447737909784e-08,1.89097220217818e-07,1.61878013932789e-07
3.16201235849165e-07,2.80552409065006e-07,2.51936324320599e-07,1.89167329879885e-07,1.65856727029954e-07,1.45821362113784e-07,1.78210380255855e-07,1.84230705767907e-07,8.54527932163609e-08,1.39458274229635e-07,1.76013554758267e-07,7.84506893623204e-08,5.05600094664417e-08,4.86729720863304e-08,1.0353219617757e-07,9.40982154414348e-08,6.97014823527891e-08,1.17874880092335e-07,8.74906038284692e-08,6.22296932635281e-08,6.25306744384246e-08,6.33294151245766e-08,9.21616117112156e-08,5.48732667992482e-08,4.36714600207025e-08,6.58195077726278e-08,4.48329179732652e-08,3.62022582208558e-08,4.50066950644014e-08,9.82550118089868e-08,4.20101251346942e-08,3.12013245197627e-08,1.54675831549487e-07,1.61410118273956e-07,1.18726042129574e-07,2.46238713358243e-08,2.84876880064694e-08,7.36095012463713e-08,1.93080997347782e-08,1.30351746057614e-07,9.51790439335137e-08,1.18305159099934e-07,6.89196241702234e-08,2.53734371982148e-07,2.25210811387541e-07
2.93165693177472e-07,2.85161881106684e-07,2.35783255565636e-07,1.3492694068444e-07,1.09529923579533e-07,9.38275585721094e-08,1.41529260780632e-07,1.7697062054489e-07,5.70817800773074e-08,9.53493996172571e-08,1.69613012203742e-07,1.00643627239276e-07,4.50977123895365e-08,3.06177651652957e-08,7.28832509717308e-08,5.8313940368407e-08,7.9201305016168e-08,1.82842126214498e-07,8.52641692884256e-08,4.33327910246198e-08,4.27936673519575e-08,7.87111196044911e-08,8.82210659650376e-08,5.24293725940802e-08,2.65369731931465e-08,5.00885213500364e-08,4.80634709253604e-08,3.59202449605423e-08,4.97043107753822e-08,1.37082630576739e-07,3.90307419767438e-08,3.6541607287408e-08,2.2407513052689e-07,2.32447437905538e-07,1.72529646762494e-07,2.22588650597311e-08,2.56222450631787e-08,9.91924462620973e-08,2.99594754354781e-08,1.30154725803809e-07,9.23945869268434e-08,1.73315364934548e-07,1.09855750400755e-07,2.83588413724703e-07,2.58714534445218e-07
2.69995599609241e-07,2.89532657886376e-07,2.19289911776147e-07,8.3377841478831e-08,5.85095067584062e-08,5.95272821712219e-08,1.06058049190514e-07,1.69728815727388e-07,5.84726254640425e-08,5.3919820794824e-08,1.62364572165518e-07,1.66112105869543e-07,9.04023348774928e-08,5.71521407080277e-08,4.38229340655466e-08,3.42872525532234e-08,1.40223099815914e-07,2.38998422637551e-07,8.63181464578091e-08,3.4839255946467e-08,3.52880136041778e-08,9.3099647381585e-08,8.50452681928056e-08,1.02947962764805e-07,4.76690198746893e-08,3.50473489105711e-08,9.05331873889506e-08,5.95761907529154e-08,5.51812914693352e-08,1.59648297479421e-07,3.4073895019417e-08,5.43997116438247e-08,2.63495617162485e-07,2.72798209284958e-07,2.03344074499828e-07,4.59043398057716e-08,2.42928962633023e-08,1.15110134546901e-07,4.12697962025956e-08,1.28754806557935e-07,8.59792915213954e-08,2.05021271369737e-07,1.39574939633416e-07,2.53312018606361e-07,2.37287573148412e-07
