f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,used f1,used f2
46.005771991215,141.92255397182,159.81742161796,162.746270261233,186.637072175332,287.999996614372,468.436811366827,502.476151435724,564.888117363633,551.839032050915,761.902402873418,691.999972345748,f22,f33
38.4825332545838,113.334744980006,135.70764852917,133.11044115857,157.629836586089,240.864163995298,393.5,420.499999999999,472.187671751563,468.457139383334,638.942663375787,587.338839313641,f23,f30
48.1710751118143,60.8896962178845,188.22466881101,114.451460279893,205.893853060544,270.037919850163,393.49998573299,454.085093425963,468.499966511282,589.202967283605,551.006363832909,693.269826715803,f23,f31
21.67012421194,146.97186115776,173.874049801474,129.767935743704,175.093618617667,235.941034540953,393.499987579005,525.791865108069,581.911807045715,521.00002019291,678.82891058257,607.846498266694,f23,f32
34.1978886176242,100.219304420896,194.313672447053,118.754771915813,200.343528720368,256.886349265351,393.500014789329,509.169415583056,539.211307587508,580.919830761829,606.500037343689,669.808427089442,f23,f24
29.6442981609538,104.658524312395,215.178877317418,114.940909596514,213.314887941362,259.274128479782,393.499997335621,551.005976573527,577.34282565222,616.489720018026,608.125947908188,692.000008081636,f23,f33
66.8544440563993,96.4216868188689,141.828177562361,164.676794881427,188.63085586441,309.003582838626,479.607970435226,420.499973467493,468.499977957745,549.640121430313,713.208137302619,720.201578369077,f30,f31
68.2219221759867,124.570310059295,122.300218100055,184.547726304922,176.099176794599,315.175344248915,508.168184860957,420.499977332714,487.949719088217,520.999973805549,791.62930385172,711.158750221784,f30,f32
54.5726752488439,74.8884064722585,158.926982540398,132.731843462246,189.184030137822,276.630392675166,418.015149871545,420.499999419089,450.542804959194,546.927656433576,606.500007564223,678.075732737527,f30,f24
62.8861187494382,116.822571294296,128.628689209857,171.687594087387,175.561127644251,301.271091775352,482.763896485557,420.5,481.237496684115,518.014993741446,749.423468970346,692,f30,f33
74.3510552333887,116.859093440849,116.330254590217,188.726530178168,176.548510471928,323.740062406391,517.943036715164,402.206597260837,468.500012308268,521.000001124832,793.214164980764,722.595020709865,f31,f32
66.5540828184755,52.738163646753,190.5777831222,136.684668988615,224.872705212885,314.643527550475,451.82319674247,454.645602201092,468.500022685877,639.326141875837,606.499990855084,778.453914258519,f31,f24
65.9735258175613,114.531392353531,121.985998053409,174.784233498546,172.940133544209,304.290619307698,487.663666156075,406.661281321059,468.500001701162,510.638867357321,753.334016202419,692.000024097787,f31,f33
76.0377600581901,47.5640396840031,126.260072099588,147.081666013988,181.142973130164,299.752863434084,445.547489939416,334.673949243938,363.294042067733,520.999995719289,606.499977766594,695.185287793927,f32,f24
56.3008399338433,146.349282638052,132.743558534062,180.739924196963,174.773961995599,301.176412693933,496.735743200706,462.389329564139,535.858901033819,521.000022368848,807.43863190432,692.000006817896,f32,f33
62.8697500272713,63.7712510552954,150.315214791113,137.952051330395,189.30971137758,287.588944806107,430.141692061036,393.9293434953,422.183128742056,545.507676965486,606.49999875357,691.999988644495,f24,f33
