f11,f11 peak N,f02,f02 peak N,f12,f12 peak N,f20,f20 peak N,f03,f03 peak N,f21,f21 peak N,f13,f13 peak N,f22,f22 peak N,f1t,f1t peak N
694.02945267497,1,800.685122704996,2,1347.49399634786,3,1488.73167240435,4,1668.32728268472,5,1750.85363728467,6,2253.43723367293,7,2319.78128214463,8,NaN,NaN
718.166634271344,1,925.992093473723,2,1438.48129614594,3,1521.60397584685,4,1869.84681966838,6,1774.43045160054,5,2379.69485115766,7,2423.30718690685,8,NaN,NaN
571.232963270699,1,635.479620791451,2,1109.13708904875,3,1356.29086117688,5,1344.6567415395,4,1540.00492787528,6,1812.15836157778,7,NaN,NaN,1937.018735673,8
658.649207790137,1,707.640519583985,2,1228.06679189461,3,1238.60082789379,4,1513.37928133988,6,1476.35547909661,5,1991.62181441676,7,2048.71355795347,8,NaN,NaN
646.303376816695,1,825.734291818729,2,1293.64207663966,3,1455.11441172342,4,1694.22735760374,6,1650.99374618956,5,2228.60895704287,8,NaN,NaN,2176.45646577531,7
671.586943171592,1,891.741587645451,2,1364.52373499702,3,1520.44740307984,4,1790.48734941301,6,1738.21611986511,5,2261.66489084319,7,2318.83460316938,8,NaN,NaN
710.988829078907,1,757.415233116904,2,1374.40999963355,3,1699.68490112943,5,1625.25301643072,4,1933.91936179602,6,2216.94793150219,7,NaN,NaN,2342.45977337924,8
697.075709944809,2,648.113726200807,1,1337.86060773067,3,1816.31303252606,5,1473.16417704608,4,2029.57423371988,6,2093.17497981195,8,NaN,NaN,2047.20106771917,7
731.122841832923,1,829.259607525305,2,1414.80705288452,3,1500.35827113131,4,1728.65911189183,5,1789.79484226211,6,2296.75579839512,7,2414.04483468716,8,NaN,NaN
604.144949553682,1,645.152095935716,2,1139.79783254759,3,1322.87640593416,4,1367.16331495641,5,1527.89409302488,6,1859.17232429858,7,1966.12795537632,8,NaN,NaN
633.567213842044,1,801.478895802838,2,1287.6858581815,3,1701.9242717709,5,1636.81920580015,4,1885.15699103218,6,2138.92492816012,7,NaN,NaN,2329.61032120903,8
698.763526786769,1,840.326943541823,2,1391.31941571423,3,1702.68177177645,4,1722.27502068731,5,1929.4403343185,6,2227.36456364563,7,2468.76712899969,8,NaN,NaN
610.751231094843,1,616.122421381829,2,1170.32422389545,3,1350.10350138554,5,1336.53094117235,4,1571.33366914821,6,1839.38134561551,7,NaN,NaN,1939.48439129832,8
735.441264937579,1,809.583312436279,2,1396.71455654039,3,1415.79628944513,4,1742.1743323306,6,1680.77051185621,5,2290.2880991661,7,2356.44869782873,8,NaN,NaN
682.24708728999,1,792.290778760768,2,1339.58277446991,3,1532.897751038,4,1650.61375923452,5,1776.94672179522,6,2182.87494349728,7,2336.07409227029,8,NaN,NaN
531.37740245221,1,662.842747707928,2,1109.09183522323,3,1519.95972648958,5,1406.30857578873,4,1687.18958225818,6,1995.96361992629,8,NaN,NaN,1820.64375222843,7
732.972940569858,2,722.013968589742,1,1351.63140637028,3,1435.01423142719,4,1570.66693422933,5,1720.32701919242,6,2154.84885980874,7,2292.78069589513,8,NaN,NaN
631.360168456344,1,800.080358831758,2,1265.24830800824,3,1489.44143063175,4,1610.67575613324,5,1701.06512725692,6,2104.75469410234,7,2187.89311809618,8,NaN,NaN
637.252388976792,1,648.626485486731,2,1146.7220995719,3,1159.14021690521,4,1362.8342829173,5,1425.85197061534,6,NaN,NaN,1908.98196771287,8,1872.69879348244,7
768.554619055463,1,819.620846416521,2,1447.05330381436,3,1637.44712486679,4,1747.57901866992,5,1915.14920162535,6,2418.29708978053,7,2489.83851048778,8,NaN,NaN
731.879975347018,1,928.944239454169,2,1463.9644015072,4,1439.66803438765,3,1908.45463866352,6,1739.51330617529,5,2595.93380449307,8,2419.51835423945,7,NaN,NaN
640.621971259343,1,780.864500207104,2,1271.89670863315,3,1608.19047091118,5,1595.47279394232,4,1795.84265760369,6,2077.29841035187,7,2256.45208970058,8,NaN,NaN
638.280879595774,1,667.708831978872,2,1227.45430621342,3,1575.90288228562,5,1450.56007883033,4,1773.79085050498,6,2001.1238153693,7,NaN,NaN,2052.92948498069,8
635.44645070693,1,853.661387119956,2,1325.032054582,3,1852.18811852553,5,1720.18889183584,4,2023.95816571037,6,2217.57835623555,7,NaN,NaN,2406.23663082714,8
654.412665125642,1,759.048312211602,2,1297.52709097705,3,1666.69939908374,5,1581.80894459279,4,1869.13033672453,6,2095.2691944429,7,NaN,NaN,2302.08052070189,8
632.699695702644,1,803.086935978154,2,1256.82107342641,3,1307.71874154842,4,1631.80169563505,6,1538.03825235636,5,2150.07202831433,8,2078.57828391857,7,NaN,NaN
627.550677840499,1,720.318726706873,2,1211.80196710293,3,1501.16220631334,5,1452.31901488694,4,1681.95736217737,6,1865.88960268156,7,2111.55234239097,8,NaN,NaN
645.615938030877,1,652.624190708081,2,1261.2428985066,3,1745.09360742231,5,1447.54408072003,4,1937.77884176768,6,2026.5048672003,8,NaN,NaN,1996.42687349417,7
569.001821808203,1,755.233011557998,2,1179.35081986124,4,1036.25767340825,3,1560.92594340296,6,1326.53081398692,5,NaN,NaN,1962.20017356371,7,2079.97892737539,8
644.239047719372,1,724.664814887193,2,1247.14974455908,3,1482.64516650373,4,1492.19203462829,5,1690.02913578283,6,1938.66169053491,7,2169.44806780562,8,NaN,NaN
643.028265734098,1,802.370112495327,2,1282.87385744452,3,1457.15781750379,4,1624.14773334843,5,1684.88922512295,6,2104.46174554735,7,2208.30835719965,8,NaN,NaN
628.246066528095,1,790.079270620543,2,1188.20881227376,4,1000.48536733616,3,1576.12561860469,6,1270.77147244098,5,NaN,NaN,1767.94113955683,8,NaN,NaN
594.74583949919,1,781.761750482573,2,1232.31459260428,3,1555.6420452832,4,1586.55648975079,5,1749.82225539981,6,2105.04381908101,7,2206.96017118712,8,NaN,NaN
639.178831956956,1,773.172241948899,2,1234.85825858167,3,1387.1770732407,4,1548.04490956343,5,1605.79935950603,6,2026.14634239078,7,2071.00550532943,8,NaN,NaN
758.761038765583,1,798.212018530298,2,1379.99292237107,4,1357.30171179049,3,1686.22738941531,6,1629.95802670365,5,2197.16129018183,7,2250.33838715393,8,NaN,NaN
556.758217492747,1,795.364118545204,2,1189.19017624455,3,1368.83650537469,4,1599.02733976585,6,1545.7978329305,5,2126.18027384079,8,2023.19951586704,7,NaN,NaN
661.833507123028,1,864.38205273031,2,1339.3878148377,3,1502.15358872649,4,1758.85816598572,6,1715.71850026365,5,2364.94236673143,8,2247.70196927886,7,NaN,NaN
638.297877648196,1,691.297106409341,2,1262.78471085674,3,1776.79659690391,5,1506.23001919435,4,1961.5074105958,6,2092.9980529757,8,NaN,NaN,2070.84256904969,7
655.148174231742,1,757.15631713268,2,1284.08880866655,3,1479.38845343489,4,1556.29428559016,5,1704.77625286898,6,2019.23868488033,7,2229.19641196298,8,NaN,NaN
756.340579041247,1,857.877400292712,2,1420.40329891688,3,1472.34606227425,4,1798.04337559982,6,1718.12002434694,5,2369.07717204223,8,NaN,NaN,2320.08428885445,7
741.195175696269,1,784.662465193335,2,1445.52485670564,3,1503.99352316335,4,1706.97214834889,5,1830.74388537088,6,2336.27254098677,7,NaN,NaN,2403.83750346749,8
689.16915529091,2,649.782872406033,1,1291.51262823144,3,1493.02535133639,5,1455.84757488592,4,1745.53331737569,6,2039.3920180393,7,NaN,NaN,2059.66655225743,8
475.353320369649,1,736.949044889721,2,1088.65630699107,3,1454.05384729418,4,1471.70119846648,5,1585.61077957492,6,NaN,NaN,1943.89871816491,8,1830.11072962921,7
764.880764870792,1,848.421127050077,2,1466.82806181402,3,1792.00133884,5,1743.07913099628,4,2021.47908767082,6,2275.43936919721,7,2552.50800812768,8,NaN,NaN
663.553539793378,1,824.71431114407,2,1296.13463824279,3,1353.7979255949,4,1677.71947416555,6,1583.45034265996,5,2226.83350870962,8,2121.03630565072,7,NaN,NaN
701.487888014181,1,816.396916290176,2,1327.3164207112,3,1508.72722643933,4,1649.61929099465,5,1733.26832734144,6,2168.97844554325,7,2215.10488344135,8,NaN,NaN
682.654490177156,1,730.533144974322,2,1313.78183500045,3,1447.71188581855,4,1549.10035149961,5,1705.69494649258,6,2074.19542998896,7,2270.33023006664,8,NaN,NaN
740.441630793087,1,764.819003997974,2,1405.85090478217,3,1483.49213712665,4,1641.98261002996,5,1775.85251436625,6,2213.63020254404,7,2405.56954048924,8,NaN,NaN
675.280336585313,1,868.400901453424,2,1256.22682971421,4,1208.65021261438,3,1639.1059676146,6,1430.48102464519,5,NaN,NaN,1891.52701922533,7,NaN,NaN
647.060546159675,1,764.59131577494,2,1259.00751152916,3,1470.66589287288,4,1564.10575445769,5,1686.86021092934,6,2078.83563034264,7,2165.25407779373,8,NaN,NaN
654.368703603901,1,849.579600987901,2,1305.1318132455,3,1649.62606838735,5,1640.42431686221,4,1831.74526703893,6,2033.29312201922,7,2284.20294447498,8,NaN,NaN
732.741842990421,1,737.464170668756,2,1341.25777975036,3,1409.55303189467,4,1579.53862207203,5,1701.02619455509,6,2185.82568021615,7,2260.6994428642,8,NaN,NaN
634.566633671003,1,770.427620435035,2,1190.60277579658,4,1148.74792384953,3,1536.50201677433,6,1381.2657906603,5,NaN,NaN,1859.44269859535,7,NaN,NaN
905.185924160679,1,1052.59775472763,2,1732.95324242878,4,1534.56463578326,3,2181.40263409584,6,1961.7360354804,5,2902.35241700937,8,2816.25100874014,7,NaN,NaN
782.310654066175,1,885.98721085557,2,1514.94876271115,3,1735.97815329604,4,1854.82914943041,5,2009.55357110276,6,2472.76735865959,7,2628.04145658417,8,NaN,NaN
707.95307017209,1,784.895664864683,2,1378.69046257835,3,1680.40271963597,5,1661.23192491426,4,1915.7634094395,6,2263.65846114445,7,NaN,NaN,2389.3897042766,8
750.245112828081,1,890.040187974554,2,1458.31807671062,3,1589.76819386229,4,1796.30059461814,5,1873.17545706121,6,2348.29188617162,7,2464.71867370532,8,NaN,NaN
631.198966215699,2,513.668684575654,1,1181.54391902208,3,1462.9755134009,5,1214.50738487775,4,1692.24174676583,7,1813.21690100941,8,NaN,NaN,1658.9368733117,6
603.253636690601,2,593.185759525809,1,1155.72282282133,3,1605.76367054142,5,1312.08936600274,4,1772.39595615985,6,1832.39363049521,7,NaN,NaN,1867.80484963683,8
692.448588371672,1,816.241702491914,2,1346.48063639162,3,1604.62383944972,4,1652.0660874898,5,1822.41571705418,6,2127.84360278545,7,2325.08456566676,8,NaN,NaN
675.830619052939,1,817.692809892953,2,1320.23345143754,3,1469.06272775272,4,1661.66775763786,5,1714.60020535769,6,NaN,NaN,2253.81181718929,8,2211.09152969761,7
647.047754721401,1,751.830077742848,2,1240.15080210333,3,1368.84560571855,4,1526.969841404,5,1602.40745524401,6,2015.45198145501,7,2088.16867338613,8,NaN,NaN
694.3217098204,1,747.876661086801,2,1319.44445666418,3,1409.77953280902,4,1556.34107980102,5,1674.37900248854,6,2064.05558284631,7,2231.90136336912,8,NaN,NaN
744.117171277127,2,696.080070902446,1,1370.6180867095,3,1602.12921692978,5,1530.1601552138,4,1847.72829685143,6,2110.88793126347,7,NaN,NaN,2262.67000335803,8
660.625658917192,1,819.594985537514,2,1323.20635882541,3,1641.09471498116,4,1683.03127579248,5,1843.79769084041,6,2234.01931550334,7,2336.56064179477,8,NaN,NaN
749.127421044418,1,789.806161847033,2,1444.20589050655,3,1804.03809594696,5,1691.70848951072,4,2040.46217542336,6,2281.45338647244,7,NaN,NaN,2474.4929463059,8
675.688304897462,1,779.216822955674,2,1214.78047834534,4,1067.13239030748,3,1558.33779656017,6,1347.63798677757,5,NaN,NaN,1850.99684366629,8,NaN,NaN
647.77833178087,1,752.126303746065,2,1294.85160482749,3,1622.84181342466,5,1599.92227916672,4,1841.82208541747,6,2218.71714535829,8,NaN,NaN,2190.44521654955,7
588.995806587228,1,791.189359643797,2,1188.68623124314,4,1164.90490957381,3,1572.23959504808,6,1391.18577348291,5,2068.17702925435,8,1905.61387060389,7,NaN,NaN
535.294359854926,1,627.562879090719,2,1092.76177030565,3,1552.72600573257,5,1344.04513826411,4,1712.1728454274,6,1878.15236541941,8,NaN,NaN,1805.41455885843,7
666.474559680556,1,778.649712070341,2,1301.52500645227,3,1491.0893975772,4,1610.84307355366,5,1725.9396613311,6,2141.14612179045,7,2251.99482955292,8,NaN,NaN
621.61635568299,1,714.953991694535,2,1209.56843267662,3,1404.54299457234,4,1484.87839472656,5,1617.81677643839,6,1965.84380885588,7,2101.53581145611,8,NaN,NaN
684.481322475287,1,716.919410915458,2,1298.26101387525,3,1412.6383138483,4,1529.93937493123,5,1677.46453046965,6,2075.44022657141,7,2233.71649455341,8,NaN,NaN
776.520610208884,1,856.673766898752,2,1483.93246146435,3,1566.88636268155,4,1797.50832795858,5,1876.01261867646,6,2410.00994280558,7,2525.80043462869,8,NaN,NaN
694.999334283766,1,768.801783741705,2,1350.64798948913,3,1606.81123189866,4,1643.70515278377,5,1854.90211196077,6,2275.2085546647,7,NaN,NaN,2309.71113855892,8
677.512100637875,1,688.894429370106,2,1286.62454841302,3,1696.57960784573,5,1406.39510573965,4,1870.05977787954,6,1892.25998173128,7,NaN,NaN,NaN,NaN
649.856659282735,1,807.467346478436,2,1287.46609036273,3,1355.00847542667,4,1660.93368915345,6,1583.06478322602,5,2138.52328588342,7,2177.91008595017,8,NaN,NaN
578.157213054848,2,555.707042621978,1,1121.15875454139,3,1508.40046489889,5,1265.304670357,4,1695.51242688492,6,1793.70154843162,8,NaN,NaN,1718.05421426573,7
724.374486355692,2,649.299783467138,1,1354.15061598,3,1608.5578896641,5,1459.10004476826,4,1856.90000246285,6,2064.60369110447,7,NaN,NaN,2114.47787271718,8
669.249005552302,1,751.135827774914,2,1288.27329817168,3,1442.21607217992,4,1578.0488047979,5,1687.78510264246,6,2132.66697701462,7,2223.24251858783,8,NaN,NaN
682.047711330683,1,751.759937371392,2,1279.96167366354,3,1334.56073520046,4,1541.29344188127,5,1603.08013865237,6,2049.72628704394,7,2128.84566804888,8,NaN,NaN
607.491204797902,1,691.059240093275,2,1200.12073045234,3,1401.2346361325,4,1473.97458179601,5,1628.52979520162,6,2017.99607502974,7,NaN,NaN,2049.32405967346,8
697.730855553464,1,771.644228038245,2,1376.74242091022,3,1865.7849493255,5,1652.84527872603,4,2071.41482237255,6,2245.44538876735,7,NaN,NaN,2336.77541803165,8
788.643291180919,1,953.766708699155,2,1521.54629864004,3,1671.00121460791,4,1962.54352936426,6,1886.15913379945,5,2464.46556704538,7,2534.33271377227,8,NaN,NaN
790.196408649696,1,814.273274875572,2,1511.38657967311,3,1679.53153495549,4,1768.15319929238,5,1986.32699972735,6,2423.4514535922,7,NaN,NaN,2537.13673364177,8
623.55424834372,1,718.136820416608,2,1202.00796160312,3,1367.08140833662,4,1482.02598886775,5,1578.19341019721,6,1949.44217597405,7,2055.69934692898,8,NaN,NaN
693.101178047622,1,772.985168428876,2,1305.89993823919,3,1360.66980371816,4,1640.96185940091,6,1584.77696277927,5,2128.41245447384,7,2180.14414314596,8,NaN,NaN
588.312185488032,1,760.149378135907,2,1186.95312893122,4,1178.09930019918,3,1552.3403905455,6,1416.43266602016,5,2084.49873280911,8,1965.00810663251,7,NaN,NaN
714.456884914196,1,750.801693206655,2,1362.91521109294,3,1707.52040095113,5,1612.48294106475,4,1926.58268605976,6,2190.27803580937,7,NaN,NaN,2337.87430846443,8
696.780775223373,1,764.954838356998,2,1330.57864442051,3,1609.61798165195,5,1580.90257544612,4,1823.20111497785,6,2086.22726641179,7,2308.0565309128,8,NaN,NaN
564.723795776343,2,474.378697954977,1,1078.15343182213,3,1334.97541335005,5,1124.18299757276,4,1549.83812971618,7,1679.16692018275,8,NaN,NaN,1511.10076851917,6
668.871086161186,2,646.438319331889,1,1253.58264907775,3,1367.32311016977,4,1427.6419295705,5,1627.6486567026,6,1975.23895544751,7,NaN,NaN,2054.79508271914,8
760.009483079747,1,823.956071737945,2,1467.85468282144,3,1707.32002203833,4,1744.14027107801,5,1973.33286265307,6,2330.14947215059,7,2565.19358816616,8,NaN,NaN
639.493499161938,1,666.714556926447,2,1199.35133544124,3,1415.97483404538,4,1434.87597979353,5,1630.25957978118,6,1984.81544439654,7,2059.25822386836,8,NaN,NaN
621.689194724753,1,704.537626976401,2,1202.96703276986,3,1444.67783345895,4,1466.14486737065,5,1642.86454608192,6,1931.474200223,7,2101.79403797009,8,NaN,NaN
638.844626137166,1,863.134184594394,2,1293.56972251935,3,1335.38548059859,4,1714.24160688059,6,1556.70149035807,5,2266.69173909643,8,2081.62113115596,7,NaN,NaN
689.245027516568,1,781.110250423267,2,1346.98666451704,3,1553.93967142268,4,1628.32218864365,5,1799.24260695179,6,2155.51770787606,7,2352.15287431162,8,NaN,NaN
808.121387820634,2,783.01994905674,1,1490.67433244069,3,1614.59977745277,4,1691.49691059667,5,1911.73835128381,6,2302.0480746888,7,2526.26173910866,8,NaN,NaN
689.279707439931,1,740.831607017291,2,1308.33401601813,3,1565.25509414713,5,1545.21580290331,4,1777.98810596948,6,2041.96039897405,7,2264.44076046076,8,NaN,NaN
621.538170166639,1,748.463810801397,2,1248.5513630636,3,1771.94609259694,5,1549.0917180648,4,1932.05414233214,6,2069.40812696905,7,NaN,NaN,2217.52131686204,8
633.233665104691,1,820.049685973021,2,1271.9421269506,3,1636.54109159615,5,1621.44410543957,4,1809.43255429739,6,2062.25685018193,7,2240.39263713982,8,NaN,NaN
696.529607790331,1,790.298087685386,2,1327.39293607335,3,1429.81595149324,4,1631.49411103544,5,1700.10987239989,6,2208.82774657861,7,2250.76303893336,8,NaN,NaN
655.459562134684,2,604.498465995626,1,1198.99024589871,3,1384.49994158898,5,1349.03515881523,4,1615.41827543686,6,1895.35181588159,7,NaN,NaN,1936.82432637688,8
708.723269034051,2,594.283043152589,1,1299.04622851708,3,1499.61982992046,5,1390.80417382227,4,1776.12616049237,6,2030.2957534782,8,NaN,NaN,1900.87395630071,7
710.175587140701,1,829.27813567076,2,1348.8446370639,3,1460.39890835872,4,1727.6372347643,6,1671.8532685396,5,2279.83952486,8,2217.24369752115,7,NaN,NaN
730.34144453723,1,744.711496877891,2,1363.56310471607,3,1368.82865044036,4,1563.42778080465,5,1657.39323022351,6,2080.37025583074,7,2262.49836829709,8,NaN,NaN
677.848555125326,1,823.487283338609,2,1366.37646644211,3,1847.62536599185,5,1706.14555980264,4,2041.79606645511,6,2268.97978365584,7,NaN,NaN,2421.86843161902,8
575.814674337832,1,863.313226126265,2,1272.72432141472,3,1443.52898963729,4,1729.1598733107,6,1634.59574787285,5,NaN,NaN,2163.29710170722,7,2230.02329984413,8
661.175055350235,1,753.756920339529,2,1292.63957947342,3,1633.22185303138,5,1578.7055035581,4,1833.75914254746,6,2102.47616038868,7,NaN,NaN,2293.32439433344,8
641.798492741877,2,531.635707748873,1,1171.81166247722,3,1327.12042810121,5,1238.60305695652,4,1574.51818789762,6,1801.63187964426,8,NaN,NaN,1720.31177070254,7
646.936001675903,2,527.269772595244,1,1209.73929143794,3,1652.23819933619,5,1219.3869369982,4,1840.55206831577,8,1803.80559293339,7,NaN,NaN,1742.33212817839,6
685.061969350903,1,831.60198730131,2,1335.88998189485,3,1420.37040566198,4,1708.8334526268,6,1661.98416910848,5,2264.65372503623,8,NaN,NaN,2217.6471319646,7
722.179469509036,1,799.669130017328,2,1399.9388611253,3,1463.61960979996,4,1700.6872037224,5,1766.614294201,6,2298.65663700941,7,2415.96983142768,8,NaN,NaN
629.43516203027,1,771.842218223292,2,1271.82693737159,3,1573.52343506702,4,1603.78319124143,5,1785.52214358466,6,2158.33050357565,7,NaN,NaN,2237.00021761896,8
611.051082706125,1,740.432965184541,2,1184.72687283998,3,1297.47753098233,4,1524.62118582704,6,1484.92567711981,5,NaN,NaN,1997.57568303037,8,1958.89738670716,7
687.716292260623,1,847.853146511107,2,1350.31557478881,3,1602.53905092229,4,1702.65882356279,5,1815.4591828107,6,2189.12739840182,7,2313.63733077785,8,NaN,NaN
623.402089028188,1,731.374790911986,2,1215.49101123664,3,1368.58879134443,4,1462.42750242446,5,1584.12741085133,6,1877.47844502674,7,2070.60607495567,8,NaN,NaN
614.740117486188,1,706.572553527514,2,1200.23850657479,3,1424.52080181244,4,1476.39943570021,5,1633.09367348272,6,1982.8386910983,7,2105.40603836005,8,NaN,NaN
800.342738210103,2,694.746003528752,1,1483.80104813875,3,1859.57001758789,5,1548.37964832855,4,2095.60022367242,6,2197.72285570041,7,NaN,NaN,2317.37115858036,8
669.37860294769,1,787.497205217368,2,1299.21334056058,3,1557.75041599529,4,1594.65653829565,5,1762.34389352874,6,2045.19027985041,7,2244.16396732755,8,NaN,NaN
642.249508576735,1,980.885020817817,2,1400.68319030663,5,1072.77843740421,3,1898.3310728561,7,1336.33198245572,4,NaN,NaN,NaN,NaN,1931.18506262981,8
577.412265818841,1,761.887089727025,2,1158.21476610884,3,1350.89160460285,4,1489.44060940982,5,1538.3483988351,6,1890.39677999705,7,1962.75987741607,8,NaN,NaN
728.456802233088,2,703.981042045083,1,1379.46446917541,3,1777.34710891959,5,1551.21244252282,4,1996.44154446276,6,2143.16970014653,7,NaN,NaN,2250.55392578262,8
730.97736265588,2,697.05306514993,1,1372.75921376255,3,1644.72677527968,5,1532.21855057577,4,1888.75605999037,6,2122.94985202801,7,NaN,NaN,2248.79774402848,8
625.704892173663,1,748.360704368624,2,1229.0759140675,3,1334.57363737419,4,1584.99593529512,6,1530.72521654321,5,2055.06201939936,7,2104.17746603305,8,NaN,NaN
680.181506023604,2,641.151145328188,1,1244.30840494704,3,1359.27460835727,4,1413.96653243371,5,1612.80451023286,6,1956.89571058578,7,NaN,NaN,2060.46995657609,8
599.853792006339,1,758.383891395281,2,1206.37359703386,3,1605.24449606599,5,1527.93322445424,4,1767.79187257144,6,1973.91399684164,7,2171.68023593684,8,NaN,NaN
631.707134124106,1,890.652514232066,2,1318.68279694888,3,1748.74428791888,5,1729.76173412064,4,1921.24746177864,6,2159.46585683215,7,2364.24883627588,8,NaN,NaN
619.82763078699,1,715.362931824762,2,1182.98812919371,3,1426.71878994566,4,1447.41095475459,5,1607.95465790812,6,1866.25259867999,7,2020.2701810859,8,NaN,NaN
699.159467530739,1,796.995061390799,2,1341.99114486819,3,1518.19345234696,4,1659.55083848078,5,1766.13476867752,6,2258.88618379236,7,2304.78822345724,8,NaN,NaN
671.50086460957,1,782.396434571483,2,1293.07763446473,3,1380.35654261534,4,1641.43500190765,6,1604.24915477201,5,2140.40230216301,7,2185.154784639,8,NaN,NaN
658.393520913238,1,785.321689775829,2,1260.70533813199,3,1365.50583229577,4,1616.85719339522,6,1564.96849911873,5,2115.4351801954,8,NaN,NaN,2068.42149622901,7
676.116843580889,1,805.019713953614,2,1314.35119408027,3,1506.04390793068,4,1645.20521637808,5,1736.30736213945,6,2195.89575670377,7,2245.47083389879,8,NaN,NaN
647.574372327076,1,817.603179498888,2,1308.91093081303,3,1503.66441134012,4,1672.2737541824,5,1740.62874152465,6,2241.26338062147,7,2286.24815785327,8,NaN,NaN
608.453726229973,1,758.705121294178,2,1226.37390830121,3,1572.68970313691,5,1533.69106815783,4,1757.62877934375,6,1972.12491183669,7,2207.33527608798,8,NaN,NaN
770.62070091313,1,807.488165100278,2,1439.78776684142,3,1657.20667671823,4,1679.47663476076,5,1900.0196642909,6,2205.76413432995,7,2442.64027719236,8,NaN,NaN
789.553304409728,1,800.462898823773,2,1498.30867494051,3,1755.15818242351,5,1739.19939268166,4,2026.83183206359,6,2374.67393721852,7,NaN,NaN,2515.24945821919,8
636.504761760608,1,724.473007945625,2,1245.1149044918,3,1532.11107851859,4,1540.96922531075,5,1738.10873415016,6,2100.30098336627,7,NaN,NaN,2153.01038501516,8
597.810323632453,1,898.625189168638,2,1313.36684148528,3,1534.55732299398,4,1784.13918975968,6,1717.24116363457,5,NaN,NaN,2217.90103089273,7,2341.1324635774,8
531.96211647078,1,674.327176374896,2,1043.96331742061,3,1049.66972880021,4,1367.82514021101,6,1241.74078697715,5,NaN,NaN,1667.60418494248,7,NaN,NaN
722.240848660593,1,883.039888829736,2,1359.58134441893,4,1296.52932859198,3,1758.55624972009,6,1564.90058992828,5,NaN,NaN,2118.60195210806,7,NaN,NaN
693.005477279212,1,836.973252369654,2,1366.29714967271,3,1520.31396947652,4,1715.62678415267,5,1774.72625949919,6,2259.9379403935,7,2345.11722368611,8,NaN,NaN
731.033226546113,1,889.755652443415,2,1438.39611941365,3,1542.69241603178,4,1854.0037008708,6,1770.91451696909,5,2357.71591945052,7,2433.36414250328,8,NaN,NaN
744.369146492984,1,844.004774404721,2,1460.64706647067,3,1680.39133930614,4,1791.11690572922,5,1953.19291205822,6,2410.20470763852,7,NaN,NaN,2534.82623375386,8
691.996965169369,2,532.990103725782,1,1290.1490972494,4,1754.48975407204,5,1214.77778156796,3,1938.65045656124,8,1860.60038152095,7,NaN,NaN,1828.13800749606,6
682.287238939702,1,797.808150821364,2,1311.8529192942,3,1379.61573167649,4,1665.23565217022,6,1616.5330511175,5,NaN,NaN,2215.4501525698,8,2174.26882706056,7
693.71145274025,2,640.520403888455,1,1306.08921145613,3,1446.53409791258,4,1457.01349974636,5,1728.01893473912,6,2063.08667371933,8,NaN,NaN,2024.67820697482,7
724.482420851037,1,906.641204302118,2,1425.96336382976,3,1448.06148746018,4,1845.25811526561,6,1717.26232986417,5,2436.52208424356,8,2340.93643337023,7,NaN,NaN
698.776512097534,1,722.972592711739,2,1324.40058121217,3,1537.29589962568,4,1552.73413457522,5,1784.53744982255,6,2106.08325304386,7,NaN,NaN,2280.96895223364,8
666.811443171146,1,744.56584669174,2,1301.1460604113,3,1691.07791652174,5,1551.17323144613,4,1885.1938631091,6,2044.42673090935,7,NaN,NaN,2324.27284872928,8
742.233660539452,1,840.542299907476,2,1390.72967482658,3,1413.06487176006,4,1736.73267217169,6,1670.83245134515,5,2236.49830528261,7,2283.94453204168,8,NaN,NaN
794.502400574001,2,717.471076976199,1,1476.01281558111,3,1670.92573557448,5,1597.62795802924,4,1954.87288324912,6,2242.01901100199,7,NaN,NaN,2348.00186704692,8
657.003719129905,1,837.320663181599,2,1327.54194403686,3,1443.98999668887,4,1733.17545744328,6,1671.01693574906,5,2310.25223471874,8,NaN,NaN,2254.87932741384,7
752.465083191854,1,913.913756977807,2,1463.41446511258,3,1511.52213041909,4,1878.78274793115,6,1787.04384788792,5,2517.13255011578,8,2414.20136588007,7,NaN,NaN
705.522145388616,1,783.651862358499,2,1368.17993976404,3,1511.62777531854,4,1636.19928553635,5,1771.80905276751,6,2156.79649531821,7,2356.07425704909,8,NaN,NaN
650.267428171949,1,714.585893507657,2,1228.52178806775,3,1351.45719719342,4,1502.36089998587,5,1592.08789622833,6,2055.75174438393,7,2097.1141618426,8,NaN,NaN
697.438006230544,1,818.309724444598,2,1370.39775718704,3,1556.83130161634,4,1708.55549618309,5,1820.13937807543,6,2352.4823632312,7,2396.66335215262,8,NaN,NaN
695.074142211576,1,769.669610028389,2,1351.78171841803,3,1649.38493365653,5,1633.55852907216,4,1879.6231105766,6,2243.3836692895,7,NaN,NaN,2329.94608865048,8
738.313052131062,2,722.623973763338,1,1372.97086744565,3,1570.76163031923,5,1555.18552856319,4,1821.53163084943,6,2125.65725760346,7,NaN,NaN,NaN,NaN
712.706554393362,2,572.377581326821,1,1326.15643434913,4,1758.42760436764,5,1275.42834315201,3,1946.93407654625,7,1905.54278873393,6,NaN,NaN,1972.42594275098,8
708.181726617186,1,881.493146344261,2,1395.65965584235,3,1527.3547960286,4,1821.01285589906,6,1741.42207963036,5,2411.86562206766,8,2322.54638246731,7,NaN,NaN
744.333840989821,1,820.58260432916,2,1449.55883102426,3,1523.77023620947,4,1753.09888458377,5,1856.43195486015,6,2427.817274721,7,NaN,NaN,2466.1010365452,8
